stock_code,name,industry,full_name,address,chairman,manager,main_business,create_date,capital,ipo_date,state,common_share_price,common_shares,dividend_frequency,company_url,money_dj_introduce_url
5340,建榮,電子零組件業,建榮工業材料股份有限公司,IR@baotek.com.tw,林壽信,吉田浩一,印刷電路基層板、玻璃布之製造加工、買賣業務。前項有關之原材料、零配組件、製成品之製造加工買賣業務。前項有關產品之進出口及國內外廠商有關產品之代理經銷投標報價。,81/08/12,"1,948,939,640元",,上市,新台幣10.0000元,"194,893,964股
(含私募29,000,000股)
",每年,http://www.baotek.com.tw,
5344,立衛,半導體業,立衛科技股份有限公司,25051@mail.vate.com.tw,沈炳輝,許文景,測試,77/04/01,"794,474,600元",,上市,新台幣10.0000元,"79,447,460股
(含私募0股)
",每年,www.vate.com.tw,
5345,天揚,其他,天揚精密科技股份有限公司,T1367@teamyoung.com;T4010@teamyoung.com,王鏑程,王鏑程,方案設計開發--,79/10/19,"475,000,000元",,上市,新台幣10.0000元,"47,500,000股
(含私募17,500,000股)
",每年,https://www.teamyoung.com/zh-tw,
5346,力晶,公司已下市,力晶科技股份有限公司,mis@powerchiptech.com,黃崇仁,王其國,H201010一般投資業,83/12/20,"12,421,353,000元",1995/02/06,上市,新台幣10.0000元,"1,242,135,300股(含私募0股)",每年,www.powerchiptech.com,
5347,世界,半導體業,世界先進積體電路股份有限公司,pr@vis.com.tw,方略,方略,依客戶訂單與其提供之產品設計說明，從事製造與銷售積體電路。提供前述產品之封裝與測試服務。提供製造光罩及其設計服務。提供積體電路以及其他晶圓半導體裝置之電腦輔助設計技術服務。,83/12/05,"16,389,822,670元",,上市,新台幣10.0000元,"1,638,982,267股
(含私募0股)
",每年,www.vis.com.tw,
5348,系通,通信網路業,系通科技股份有限公司,jiayi@transystem.com.tw,胡湘麒,胡湘麒,"研發,生產,銷售,系統安裝有線,無線,視訊產品之組件與系統.兼營前項業務相關之進出口貿易.兼營前項業務相關之顧問諮詢及技術服務.",79/12/03,"289,503,100元",,上市,新台幣10.0000元,"28,950,310股
(含私募14,700,000股)
",每年,http://www.transystem.com.tw,
5349,先豐,公司不繼續公開發行,,,,,,,,,,,,,,
5351,鈺創,半導體業,鈺創科技股份有限公司,invest@etron.com,盧超群,鄧茂松,研發、開發、生產、製造、測試、銷售半導體裝置。前項產品有關之管理顧問、諮詢及技術移轉。兼營本公司業務相關之進出口貿易業務。,80/02/01,"2,677,073,470元",,上市,新台幣10.0000元,"267,707,347股
(含私募0股)
",每年,www.etron.com,
5353,台林,通信網路業,台林電通股份有限公司,invest@tailyn.com.tw,陳俊廷,陳俊廷,通信接取、網路及工業應用產品之設計、製造及相關服務和銷售,69/04/10,"750,000,000元",,上市,新台幣10.0000元,"75,000,000股
(含私募0股)
",每年,www.tailyn.com.tw,
5355,佳總,電子零組件業,佳總興業股份有限公司,jerry@gia-tzoong.com.tw,承安投資股份有限公司,曾繼立,多層板印刷電路板,77/09/19,"1,661,227,920元",,上市,新台幣10.0000元,"166,122,792股
(含私募19,162,620股)
",每年,www.gia-tzoong.com.tw,
5356,協益,電腦及週邊設備業,協益電子股份有限公司,julielee@sirtec.com.tw,王自軍,王自軍,雷射印表機碳粉匣、給皂器、汽車音響用面板之製造、塑膠鋼模電子基板之裝著加工與組裝測試、電腦週邊產品、電子,58/01/08,"1,030,400,000元",,上市,新台幣10.0000元,"103,040,000股
(含私募0股)
",每年,http://www.sirtec.com.tw,
5364,浩騰,觀光事業,力麗觀光開發股份有限公司,vp@lealeahotel.com,蔡宗易,蔡宗易,一般旅館(飯店旅館經營、籌建規劃、市場分析規劃),79/01/24,"288,499,400元",,上市,新台幣10.0000元,"28,849,940股
(含私募14,750,000股)
",每年,www.lealeahotel.com,
5371,中光電,光電業,中強光電股份有限公司,ssd@coretronic.com,張威儀,林惠姿陳士元,研發、生產製造、銷售各式液晶顯示器/電視、投射系統及其模組與背光裝置；多媒體簡報系統設備及其軟體；液晶顯示型網路個人電腦、液晶顯示型視窗終端機、數位傳輸式液晶監視器,81/06/30,"3,909,811,100元",,上市,新台幣10.0000元,"390,981,110股
(含私募0股)
",每年,www.coretronic.com,
5381,合正,電子零組件業,合正科技股份有限公司,sally_yen@uniplus.com.tw,凃俊光,謝炳輝,鑽孔用潤滑鋁蓋板多層壓合板美容保養護膚品,80/09/06,"1,801,568,370元",,上市,新台幣10.0000元,"180,156,837股
(含私募61,953,433股)
",每年,www.uniplus.com.tw,
5383,金利,其他電子業,金利精密工業股份有限公司,charlliechang@kenly.com.tw,趙永昌,趙永昌,半導體導線架及散熱片、連接器零組件代理國內外廠商有關產品銷售業務,58/04/08,"794,003,990元",,上市,新台幣10.0000元,"79,400,399股
(含私募30,000,000股)
",每年,www.kenly.com.tw,
5384,捷元,公司不繼續公開發行,,,,,,,,,,,,,,
5386,青雲,電腦及週邊設備業,青雲國際科技股份有限公司,stock@albatron.com.tw,柯聰源,柯聰源(暫代),電腦硬體及其零件之製造加工及買賣資訊設備及其他週邊設備加工製造及買賣高階伺服器記憶體模組,73/06/26,"247,786,590元",,上市,新台幣10.0000元,"24,778,659股
(含私募0股)
",每年,http://www.albatron.com.tw,
5387,茂德,公司已下市,茂德科技股份有限公司,www.promos.com.tw,陳民良,陳民良,設計、研究、開發、製造、銷售1.半導體產品。.2.先進設備與製程監控系統建置。(其餘項目請參見經濟部網站),85/12/12,"450,000,000元",1997/06/02,上市,新台幣10.0000元,"45,000,000股(含私募0股)",每年,www.promos.com.tw,
5392,應華,光電業,能率創新股份有限公司,invest@avy.com.tw,董俊仁,胡湘麒,鋁合金及塑膠壓鑄品模具之製造、加工買賣業務,83/12/29,"1,699,639,900元",,上市,新台幣10.0000元,"169,963,990股
(含私募0股)
",每年,www.avy.com.tw,
5395,普揚,公司不繼續公開發行,,,,,,,,,,,,,,
5398,力瑋,其他,慕康生技醫藥股份有限公司,stanley.hsiao@inalways.com.tw,沈國榮,沈國榮,醫療生技等業務代理前項產品國內外有關廠商投標報價及經銷等業務,67/06/22,"499,504,600元",,上市,新台幣10.0000元,"49,950,460股
(含私募16,900,000股)
",每年,http://www.inalways.com.tw,
5403,中菲,資訊服務業,中菲電腦股份有限公司,daphne@ddsc.com.tw,莊斯威,張樹義,各種電腦軟體之設計開發及銷售業務各種電腦硬體設備之代理及銷售業務各種電腦資料之處理服務,70/11/21,"688,930,450元",,上市,新台幣10.0000元,"68,893,045股
(含私募0股)
",每年,http://www.ddsc.com.tw,
5410,國眾,資訊服務業,國眾電腦股份有限公司,finance@leosys.com,王超群,王超群,資訊軟硬體銷售、資訊服務、系統整合金融業自動化解決方案網際網路行銷,74/09/13,"873,061,230元",,上市,新台幣10.0000元,"87,306,123股
(含私募0股)
",每年,www.leosys.com,
5414,磐英,公司不繼續公開發行,,,,,,,,,,,,,,
5425,台半,半導體業,台灣半導體股份有限公司,margret@mail.ts.com.tw,王秀亭,王秀亭,整流器之生產製造．銷售及進出口業務,68/01/18,"2,650,854,860元",,上市,新台幣10.0000元,"265,085,486股
(含私募6,741,000股)
",每年,www.ts.com.tw,
5426,振發,電腦及週邊設備業,振發實業股份有限公司,tinaling@chengfwa.com.tw,蔡宗勳,蔡宗勳,視訊解碼器外殼及其零組件衛星碟型天線外殼及其零組件磁碟陣列機殼等工業電腦外殼及其零組件,61/07/17,"1,438,000,000元",,上市,新台幣10.0000元,"143,800,000股
(含私募0股)
",每年,www.chengfwa.com.tw,
5432,達威,光電業,新門科技股份有限公司,shares@mail.datavision.com.tw,陳政隆,陳政隆,LCD模組,79/05/21,"206,878,040元",,上市,新台幣10.0000元,"20,687,804股
(含私募0股)
",每半會計年度,www.datavision.com.tw,
5438,東友,電腦及週邊設備業,東友科技股份有限公司,ir@tecoimage.com.tw,黃育仁,和田幹二,多功能事務機雷射普通紙傳真機影像掃瞄器,86/09/08,"1,125,365,650元",,上市,新台幣10.0000元,"112,536,565股
(含私募0股)
",每年,http://www.tecoimage.com.tw/,
5439,高技,電子零組件業,高技企業股份有限公司,fia@fht.com.tw,張景山,張景山,電子產品之製造及買賣(印刷電路板、個人電腦、電腦週邊設備)前項有關產品之進出口貿易代理前項有關國內外廠商產品投標報價及經銷業務,77/01/29,"859,757,520元",,上市,新台幣10.0000元,"85,975,752股
(含私募0股)
",每年,http://www.fht.com.tw,
5443,均豪,光電業,均豪精密工業股份有限公司,jennylee@gpmcorp.com.tw,陳政興,陳政興,顯示器製程設備與智動化整合系統之設計製造買賣業務半導體製程暨檢測設備之設計製造買賣業務自動光學檢測設備之設計製造買賣業務,67/12/22,"1,651,361,440元",,上市,新台幣10.0000元,"165,136,144股
(含私募0股)
",每年,www.gpmcorp.com.tw,
5450,寶聯,其他,南良國際股份有限公司,namliong_public@namliong-global.com,蕭登波,張舜卿,成衣或運動用品之黏扣帶、織帶及各式綁帶橡、塑膠高分子及發泡複合材,78/08/11,"1,223,922,500元",,上市,新台幣10.0000元,"122,392,250股
(含私募72,000,000股)
",每年,www.namliong-global.com,
5452,佶優,其他電子業,佶優科技股份有限公司,ling@unicgroup.com,馬康華,林日旺,ABS塑膠工程塑膠電子材料,80/08/20,"1,487,636,690元",,上市,新台幣10.0000元,"148,763,669股
(含私募0股)
",每年,www.unicgroup.com,
5455,訊利電,建材營造,昇益開發股份有限公司,ssestock@signality.com.tw,利來德投資股份有限公司代表人陳文熾,陳文熾,住宅及大樓開發租售業建材批發業,80/07/06,"655,018,130元",,上市,新台幣10.0000元,"65,501,813股
(含私募60,000,000股)
",每年,www.signality.com.tw,
5457,宣德,電子零組件業,宣德科技股份有限公司,PR@speedtech.com.tw,蔡鎮隆,蔡鎮隆,各式連接器.精密零組件.按鍵與彈片之加工及製造。,79/10/16,"1,692,955,000元",,上市,新台幣10.0000元,"169,295,500股
(含私募0股)
",每年,www.speedtech.com.tw,
5460,同協,電子零組件業,同協電子股份有限公司,Yang_ZH@mustang-group.com,劉定泮,劉定泮,精密沖壓製品、精密沖壓連續模模具、冷光EL產品及LED燈具、產品OEM/ODM開發設計等,61/12/14,"587,781,300元",,上市,新台幣10.0000元,"58,778,130股
(含私募0股)
",每年,www.mustang-group.com,
5464,霖宏,電子零組件業,霖宏科技股份有限公司,lhtech@lhtech.com.tw,張枋霖,張枋霖,多層及雙面印刷電路板加工製造及內外銷業務。電子產品及其零配件之設計製造加工修護及銷售業務。前各項產品之進出口貿易業務與投標報價及經銷業務。,84/06/21,"710,714,900元",,上市,新台幣10.0000元,"71,071,490股
(含私募0股)
",每年,www.lhtech.com.tw,
5465,富驊,電腦及週邊設備業,富驊企業股份有限公司,stacey-chen@hec-group.com.tw,柯吉源,王駿東,電腦外殼及其零組件製造加工買賣業務五金零件、金屬零件製造加工買賣及沖床加工五金加工鍛造鑄造業務,73/07/23,"1,640,918,110元",,上市,新台幣10.0000元,"164,091,811股
(含私募72,736,906股)
",每年,www.lfe.com.tw,
5466,泰林,公司不繼續公開發行,,,,,,,,,,,,,,
5467,聯福生,公司不繼續公開發行,,,,,,,,,,,,,,
5468,台晶,半導體業,凱鈺科技股份有限公司,contact@tmtech.com.tw,胡炳昆,胡炳昆,研究、開發、生產、製造、銷售下列產品：(1)積體電路晶片、零組件。(2)前項產品之技術及諮詢顧問。(3)本公司業務相關之進出口貿易業務。,83/07/21,"278,229,090元",,上市,新台幣10.0000元,"27,822,909股
(含私募12,226,903股)
",每年,www.tmtech.com.tw,
5474,聰泰,電腦及週邊設備業,聰泰科技開發股份有限公司,nancy@yuan.com.tw,陳立民,林宏沛,一般進出口貿易業務電子、電腦零件製造加工之買賣業務代理各項有關國內外廠商產品之經銷及投標業務,79/10/01,"403,559,440元",,上市,新台幣10.0000元,"40,355,944股
(含私募0股)
",每年,www.yuan.com.tw,
5475,德宏,電子零組件業,德宏工業股份有限公司,changyingting@glotechgf.com,劉暉麟,NA,"印刷電路基層板,玻璃布之製造加工及買賣業務前項之原材料,零配組件,製成品之製造加工買賣業務前項產品之進出口及國內外廠商產品之經銷,投標,報價業務",86/03/21,"1,271,270,170元",,上市,新台幣10.0000元,"127,127,017股
(含私募5,600,000股)
",每年,www.glotechgf.com,
5478,智冠,文化創意業,智冠科技股份有限公司,ir@soft-world.com.tw,王俊博,王俊博,遊戲軟體之發行.買賣遊戲軟體雜誌.圖書之發行及買賣,72/07/15,"1,274,743,320元",2001/03/29,上市,新台幣10.0000元,"127,474,332股(含私募0股)",每季,www.soft-world.com,
5480,統盟,公司不繼續公開發行,,,,,,,,,,,,,,
5481,華韡,其他,新華泰富股份有限公司,investor@sinotact.com,李文杰,李文杰,權利金收入教材收入其他,79/06/18,"734,028,910元",,上市,新台幣10.0000元,"73,402,891股
(含私募0股)
",每年,http://www.sinotact.com/,
5483,中美晶,半導體業,中美矽晶製品股份有限公司,IR@saswafer.com,徐秀蘭,姚宕梁,太陽能晶錠太陽能晶圓太陽能電池太陽能模組太陽能發電系統,70/01/21,"5,862,216,510元",,上市,新台幣10.0000元,"586,221,651股
(含私募0股)
",每半會計年度,http://www.saswafer.com,
5487,通泰,半導體業,通泰積體電路股份有限公司,Spokesman@tontek.com.tw,福豐盛投資股份有限公司,陳家天,積體電路開發設計、委託設計、生產及測試F119010電子材料批發業F219010電子材料零售業,75/10/14,"238,405,160元",,上市,新台幣10.0000元,"23,840,516股
(含私募0股)
",每年,www.tontek.com.tw,
5488,松普,電子零組件業,松普科技股份有限公司,service@tw.sunfpu.com,駱國呈,駱秀勇,3C產品用線,72/05/21,"915,861,240元",,上市,新台幣10.0000元,"91,586,124股
(含私募0股)
",每年,http://www.sunfpu.com.tw,
5489,彩富,其他電子業,彩富電子股份有限公司,finance@dynacolor.com.tw,陳春生,張建湘,"電腦及週邊設備軟硬體,電腦自動化測試系統之設計買賣修護進出口電腦顯示器,高解析度電視,電子測試儀器之設計裝配買賣修護進出口電子零組件,照明設備,光學儀器,電信管制射頻製造業;電子材料零售",80/07/16,"1,027,064,410元",,上市,新台幣10.0000元,"102,706,441股
(含私募0股)
",每年,http://www.dynacolor.com.tw,
5490,同亨,電腦及週邊設備業,同亨科技股份有限公司,leo_hsu@xac.com.tw,張永銘,張永銘,電子金融交易終端機及其零組件交易資料安全保護設備及其零組件多功能智慧卡讀／寫卡機及其零組件,86/04/08,"962,836,010元",,上市,新台幣10.0000元,"96,283,601股
(含私募0股)
",每年,www.xac.com.tw,
5491,連展,公司不繼續公開發行,,,,,,,,,,,,,,
5492,亞智科,公司不繼續公開發行,,,,,,,,,,,,,,
5493,三聯,其他電子業,三聯科技股份有限公司,sanlien@sanlien.com,林大鈞,林廷芳,工業自動化設備感測及監測系統整合,56/02/20,"416,088,150元",,上市,新台幣10.0000元,"41,608,815股
(含私募0股)
",每半會計年度,www.sanlien.com,
5498,凱崴,電子零組件業,凱崴電子股份有限公司,桃園市桃園區大林里21鄰興邦路32號,周邦基,陳柏穎,電鍍液乾膜鑽頭等印刷電路板原料之設計製造加工買賣業務。印刷電路板專用機之設計、製造、買賣業務。前各項產品之代理、經銷、報價、投標業務。,86/02/27,"1,693,397,560元",90/03/29,上市,新台幣10.0000元,"169,339,756股(含私募16,479,034股)",每年,https://www.key-ware.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5a885b26-156e-4017-984d-e38b3ad780e3
5505,和旺,公司不繼續公開發行,,,,,,,,,,,,,,
5506,長鴻,公司不繼續公開發行,,,,,,,,,,,,,,
5508,永信建,建材營造,永信建設開發股份有限公司,高雄市新興區六合路183號12樓,陳俊銘,陳俊銘,委託營造廠商興建國民住宅及商業大樓出租出售業務有關建築材料買賣(期貨除外)有關室內裝潢之設計及施工業務,76/04/02,"2,174,281,330元",87/05/13,上市,新台幣10.0000元,"217,428,133股(含私募0股)",每年,https://www.ys-construction.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=ea3f6efd-4c7d-4d7a-a176-adbbbb8c0673
5511,德昌,建材營造,德昌營造股份有限公司,台中市北區五常里五權路401-1號1樓,黃政勇(格正投資股份),陳豐中,建築及土木工程,75/05/20,"1,134,400,000元",87/12/09,上市,新台幣10.0000元,"113,440,000股(含私募0股)",每年,http://www.tccon.com.tw/index.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c32797ab-473e-4164-bee0-ec55446bb439
5512,力麒,建材營造,力麒建設股份有限公司,台北市中山區吉林路99號8樓,郭淑珍,郭濟綱,住宅及商業大樓投資興建出租出售,81/07/30,"7,439,927,120元",87/12/04,上市,新台幣10.0000元,"743,992,712股(含私募0股)",每年,https://www.rhd.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=24095bfb-0d7c-4dd1-bfe0-478ad20e5d9d
5514,三豐,建材營造,三豐建設股份有限公司,台北市長安東路二段173號7樓,洪敏夫,游瑞興,委託營造廠商興建國民住宅及商業大樓出租、出售業務。,77/01/21,"1,943,076,300元",87/12/29,上市,新台幣10.0000元,"194,307,630股(含私募0股)",每年,https://sunfon.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=40aaf5d9-61ef-4b83-9160-c02f92e99f69
5516,雙喜,建材營造,雙喜營造股份有限公司,新竹市民族路186號,邱宏章,邱宏章,營造業,71/01/14,"382,950,000元",88/03/23,上市,新台幣10.0000元,"38,295,000股(含私募0股)",每年,http://www.sunsea.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=54e9e139-d1f8-4512-bc00-11ba7ff06008
5520,力泰,建材營造,力泰建設企業股份有限公司,台北市士林區延平北路七段7號,吳良材,吳良材,預拌混凝土,65/05/06,"603,152,450元",88/10/27,上市,新台幣10.0000元,"60,315,245股(含私募0股)",每年,https://www.lihtai.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5ec8897c-4657-4b1a-9745-4c33e85cfe22
5523,豐謙,建材營造,豐謙建設股份有限公司,台中市西區臺灣大道二段501號19樓之2,袁玉麒,劉瑞麟,住宅及大樓開發租售業。,73/04/30,"1,550,014,640元",88/12/27,上市,新台幣10.0000元,"155,001,464股(含私募0股)",每年,http://www.fong-chien.com.tw/index.asp,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=29082894-e565-4ab5-8ca6-7f6ae56d741e
5529,鉅陞,建材營造,鉅陞國際開發股份有限公司,台北市中山區松江路122號2樓,褚學忠,褚學忠,住宅及大樓開發租售業新市鎮、新社區開發業不動產租賃業,59/11/09,"1,240,528,490元",85/01/12,上市,新台幣10.0000元,"124,052,849股(含私募49,852,350股)",每年,https://mega-international.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b063a20b-7bf6-4304-9735-4a691cdc6610
5530,龍巖,其他,龍巖股份有限公司,新北市汐止區東勢街111號,KELLYLEE,王群中,殯葬業建設業,76/03/27,"4,200,841,990元",89/10/04,上市,新台幣10.0000元,"420,084,199股(含私募21,000,000股)",每年,https://www.lungyengroup.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3fa21acb-ffcb-4f52-89a4-42fd5e689983
5601,台聯櫃,航運業,臺聯貨櫃通運股份有限公司,基隆市七堵區堵南里三合街二號,簡東捷,許哲雄,貨櫃集散站經營業委託營造廠商、興建國民住宅、商業大樓之出租出售業務G801010倉儲業、H703020倉庫出租業、IZ06010理貨包裝業,62/07/16,"648,000,000元",83/11/24,上市,新台幣10.0000元,"64,800,000股(含私募0股)",每年,http://www.tactc.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=3ef2f392-dc80-475c-80c4-76954b5de3a7
5603,陸海,航運業,陸海股份有限公司,新北市汐止區大同路二段171-1號12樓,何英津,何英津,貨櫃運輸重機件運輸,62/06/21,"783,245,750元",86/01/25,上市,新台幣10.0000元,"78,324,575股(含私募0股)",每年,https://www.sea-land.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d7b7801d-c395-4773-ba10-252d92770d50
5604,中連,其他,中連誠企業股份有限公司,台中市西屯區工業區一路7號,蘇南州,江瑞萌,不動產租賃業不動產出售,43/08/09,"1,087,829,680元",86/05/22,上市,新台幣10.0000元,"108,782,968股(含私募0股)",每年,http://www.cltc.com.tw/index.htm,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=20c4769b-cb6b-4c06-a485-a15c2311d66d
5605,遠航,公司不繼續公開發行,,,,,,,,,,,,,,
5609,中菲行,航運業,中菲行國際物流股份有限公司,台北市民權東路六段160號11樓,錢堯懷,邱鈞榮,航空貨運承攬及海運承攬運送業務之經營、進出口貨物之報關業務。倉儲業務之經營、理貨包裝業務之經營。前項有關業務之經營及投資。,74/08/02,"1,260,000,000元",90/10/15,上市,新台幣10.0000元,"126,000,000股(含私募0股)",每年,https://tw.dimerco.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=b6d7c05a-f533-4107-b9e7-c035becf4e77
5701,劍湖山,觀光事業,劍湖山世界股份有限公司,雲林縣古坑鄉永光村大湖口67號,尤義賢,謝顯爵,觀光遊樂業觀光旅館業,75/08/07,"2,537,569,570元",87/03/12,上市,新台幣10.0000元,"253,756,957股(含私募29,995,501股)",每年,http://janfusun.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=dfe7ce44-f7c6-402b-9101-a5b311fbde5f
5703,亞都,觀光事業,亞都麗緻大飯店股份有限公司,台北市民權東路2段41號,周永銘,顏鎮國,觀光旅館業餐廳業會議室出租業,66/05/25,"702,395,940元",88/06/15,上市,新台幣10.0000元,"70,239,594股(含私募0股)",每年,http://taipei.landishotelsresorts.com/chinese-trad/index.php,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d5b10ec6-79d7-4363-b724-57f83038adcd
5704,老爺知,觀光事業,知本老爺大酒店股份有限公司,台東縣卑南鄉溫泉村龍泉路113巷23號,林清波,劉祖寧,國際觀光大飯店食品、藝品、運動用品、日用品等買賣之經營。育樂、遊樂場之經營(賭博性、色情性電動玩具除外)主要經營業務1,81/11/29,"388,616,580元",88/12/21,上市,新台幣10.0000元,"38,861,658股(含私募0股)",每年,https://www.hotelroyal.com.tw/zh-tw/chihpen/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=c6c6162e-dd67-4f1a-bffa-57641b77829f
5810,寶華,公司不繼續公開發行,,,,,,,,,,,,,,
5818,僑銀,公司不繼續公開發行,,,,,,,,,,,,,,
5820,日盛金,金融業,日盛金融控股股份有限公司,台北市內湖區洲子街58號7樓,韓蔚廷,無,金融控股公司業,91/02/05,"37,724,522,810元",2002/02/05,上市,新台幣10.0000元,"3,772,452,281股(含私募0股)",每年,https://www.jsun.com/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=1987617e-0b7c-4098-9a98-4d0d6519c1f4
5902,德記,貿易百貨,德記洋行股份有限公司,臺南市永康區中正路301號,黃瑞典,陸永偉,通路銷售及物流服務事業品牌及產品代理事業,76/02/05,"945,000,000元",87/02/07,上市,新台幣10.0000元,"94,500,000股(含私募53,948,277股)",每年,https://www.tait.com.tw/index.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5bb958c8-9056-4332-9094-368b4a672934
5903,全家,貿易百貨,全家便利商店股份有限公司,台北市中山北路二段61號7樓,葉榮廷,薛東都,連鎖便利商店之投資及經營,77/08/18,"2,232,200,000元",91/02/25,上市,新台幣10.0000元,"223,220,000股(含私募0股)",每年,https://www.family.com.tw/Marketing/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=7f7da092-9be1-4dbc-8ccd-a4299567c2ca
5904,寶雅,貿易百貨,寶雅國際股份有限公司,台南市民族路三段74號,陳建造,陳宗成,零售業(1)時尚美粧美材保養品(2)流行內衣襪零售業(3)生活日常用品(4)精緻個人用品,86/03/12,"976,850,310元",91/09/06,上市,新台幣10.0000元,"97,685,031股(含私募0股)",每年,https://www.poya.com.tw/en/index_ch.html,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=31b446d4-c44b-4d1e-b8b3-ac6fb36fa4ec
5905,南仁湖,貿易百貨,南仁湖育樂股份有限公司,高雄市苓雅區光華一路206號21樓之2,鍾嘉村,何曉光,"客房,餐飲,商品銷售",78/11/21,"1,898,169,570元",92/06/17,上市,新台幣10.0000元,"189,816,957股(含私募0股)",每年,http://www.nanrenhu.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=61a46957-998b-42e7-ace6-66e7d134f92f
6008,中信證,公司已下市,凱基證券股份有限公司,flora@kgi.com,許道義,方維昌,證券經紀證券自營證券承銷,77/09/14,"35,495,978,100元",1990/03/02,上市,新台幣10.0000元,"3,549,597,810股(含私募179,455,353股)",每年,www.kgi.com,
6015,宏遠證,金融業,宏遠證券股份有限公司,台北市信義路四段236號3至5樓及7樓,姜克勤,林禎民,證券經紀、自營、承銷業務期貨經紀、期貨顧問、期貨自營業務,50/12/08,"3,308,167,750元",1996/07/25,上市,新台幣10.0000元,"330,816,775股(含私募0股)",每年,https://www.honsec.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=d50bd1d1-38ea-4a5d-9dce-af847da01405
6016,康和證,金融業,康和綜合證券股份有限公司,台北市基隆路一段176號B1-B2,鄭大宇,邱榮澄,證券經紀承銷自營股務代理期貨交易輔助人,79/07/25,"5,944,549,860元",1996/12/04,上市,新台幣10.0000元,"594,454,986股(含私募0股)",每年,https://www.concords.com.tw/home/PDefault.aspx,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=700d351e-0617-4e53-a625-824070feb109
6020,大展證,金融業,大展證券股份有限公司,台北市大同區承德路一段17號17樓,李玉萍,王登立,在集中交易市場及營業處所受託買賣有價證券。在集中交易市場及營業處所自行買賣有價證券。承銷有價證券、期貨交易輔助人及有價證券買賣融資融券業務。,77/06/17,"2,523,531,540元",2003/01/23,上市,新台幣10.0000元,"252,353,154股(含私募0股)",每年,https://www.tachan.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=5e371cd4-9753-4cb7-8717-6e9ec2cc67f6
6021,大慶證,金融業,大慶證券股份有限公司,台北市民生東路二段174、176號4樓,黃谷涵,莊達修,證券商期貨商,77/07/07,"3,098,559,740元",2003/04/21,上市,新台幣10.0000元,"309,855,974股(含私募0股)",每年,https://www.tcstock.com.tw/web/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=be5103bd-8103-46b6-a052-e6af46e8c7e5
6022,大眾證,公司不繼續公開發行,,,,,,,,,,,,,,
6101,寬魚,文化創意業,寬魚國際股份有限公司,台北市大安區復興南路二段268號12樓,邱漢中,邱漢中,從事影視節目之製作、發行及投資等文創產業。,78/10/26,"1,164,223,710元",90/03/29,上市,新台幣10.0000元,"116,422,371股(含私募56,595,521股)",每年,https://www.kwans.com.tw/,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=f868c18a-bfca-4039-b221-808d95039109
6103,合邦,半導體業,合邦電子股份有限公司,新竹市科學園區園區二路11號8樓,柯拔希,林逸洲,研究、開發、生產、製造、銷售以下產品影音、光碟、顯示器、電源管理、通訊系統之半導體零組件客戶委託開發之半導體零組件,85/01/22,"894,320,890元",90/05/07,上市,新台幣10.0000元,"89,432,089股(含私募82,855,945股)",每年,https://www.avid.com.tw/index.php?lang=cht,https://www.moneydj.com/kmdj/wiki/wikiviewer.aspx?keyid=df11ba02-7489-4a11-a807-47a6f542fbe2
